step,epoch,delay_ms,path_type,switched,delta_delay_ms
266,2025-12-05 06:44:20.000,20.1734037399292,sat,0,
267,2025-12-05 06:44:30.000,20.007498741149902,sat,0,
268,2025-12-05 06:44:40.000,19.84140682220459,sat,0,
269,2025-12-05 06:44:50.000,19.67519474029541,sat,0,
270,2025-12-05 06:45:00.000,19.508933067321777,sat,0,
271,2025-12-05 06:45:10.000,19.34269428253174,sat,0,
272,2025-12-05 06:45:20.000,19.17655086517334,sat,0,
273,2025-12-05 06:45:30.000,19.010581016540527,sat,0,
274,2025-12-05 06:45:40.000,18.844861030578613,sat,0,
275,2025-12-05 06:45:50.000,18.679469108581543,sat,0,
276,2025-12-05 06:46:00.000,18.514488220214844,sat,0,
277,2025-12-05 06:46:10.000,18.35000228881836,sat,0,
278,2025-12-05 06:46:20.000,18.18609619140625,sat,0,
279,2025-12-05 06:46:30.000,18.02285861968994,sat,0,
280,2025-12-05 06:46:40.000,17.860380172729492,sat,0,
281,2025-12-05 06:46:50.000,13.426602840423584,sat,1,-4.433777332305908
282,2025-12-05 06:47:00.000,13.373996257781982,sat,0,
283,2025-12-05 06:47:10.000,13.365053653717041,sat,0,
284,2025-12-05 06:47:20.000,13.397922039031982,sat,0,
285,2025-12-05 06:47:30.000,13.469815731048584,sat,0,
286,2025-12-05 06:47:40.000,23.715621948242188,sat,1,10.245806217193604
287,2025-12-05 06:47:50.000,23.57166290283203,sat,0,
288,2025-12-05 06:48:00.000,23.42651653289795,sat,0,
289,2025-12-05 06:48:10.000,23.280223846435547,sat,0,
290,2025-12-05 06:48:20.000,23.132831573486328,sat,0,
291,2025-12-05 06:48:30.000,22.984384536743164,sat,0,
292,2025-12-05 06:48:40.000,22.83492660522461,sat,0,
293,2025-12-05 06:48:50.000,22.684507369995117,sat,0,
294,2025-12-05 06:49:00.000,22.53317642211914,sat,0,
295,2025-12-05 06:49:10.000,22.380980491638184,sat,0,
296,2025-12-05 06:49:20.000,22.22797203063965,sat,0,
297,2025-12-05 06:49:30.000,22.07420539855957,sat,0,
298,2025-12-05 06:49:40.000,21.919730186462402,sat,0,
299,2025-12-05 06:49:50.000,21.76460552215576,sat,0,
300,2025-12-05 06:50:00.000,21.608885765075684,sat,0,
301,2025-12-05 06:50:10.000,21.45262622833252,sat,0,
302,2025-12-05 06:50:20.000,21.295889854431152,sat,0,
303,2025-12-05 06:50:30.000,21.138734817504883,sat,0,
304,2025-12-05 06:50:40.000,20.981223106384277,sat,0,
305,2025-12-05 06:50:50.000,20.82341957092285,sat,0,
306,2025-12-05 06:51:00.000,20.66538715362549,sat,1,-0.15803241729736328
307,2025-12-05 06:51:10.000,20.50719451904297,sat,0,
308,2025-12-05 06:51:20.000,20.348909378051758,sat,0,
309,2025-12-05 06:51:30.000,20.190598487854004,sat,0,
310,2025-12-05 06:51:40.000,20.032337188720703,sat,0,
311,2025-12-05 06:51:50.000,21.307930946350098,sat,1,1.2755937576293945
312,2025-12-05 06:52:00.000,21.286646842956543,sat,0,
